Artist,Artist_Genres
Kan Sano,
ONE OK ROCK,j-pop
Yoko Oginome,enka
CHIC,disco
Motohiro Hata,anime
AAA,anime
D.A.N.,j-ambient
Suchmos,j-dance
Todd Terje,alternative dance
UVERworld,anime
MIYAVI,j-metal
OKAMOTO'S,j-dance
tofubeats,future funk
Kyary Pamyu Pamyu,idol rock
UQiYO,
ONE OK ROCK,j-pop
RIRI,j-pop
Two Door Cinema Club,alternative dance
[Alexandros],anime
Gesu no Kiwami Otome,j-dance
Suchmos,j-dance
ASIAN KUNG-FU GENERATION,anime
Chocoholic,
AAA,anime
Alabama Shakes,alabama indie
Masaki Suda,anime rock
Num Contena,
tofubeats,future funk
J Soul Brothers III,j-division
Jamiroquai,acid jazz
Kyary Pamyu Pamyu,idol rock
ONE OK ROCK,j-pop
Sayuri,anime
UVERworld,anime
BJ The Chicago Kid,alternative hip hop
Sunny Day Service,j-dance
The Hotpantz,
One Lion and Me,
PKCZ(R),j-rap
AI,anime
Creep Hyp,j-indie
MØ,dance pop
Metrik,chillstep
Motohiro Hata,anime
E-girls,j-idol
Kan Sano,NA
AAA,anime
Masaki Suda,anime rock
Suchmos,j-dance
ReN,
BTS,k-pop
GENERATIONS from EXILE TRIBE,j-division
ONE OK ROCK,j-pop
Shota Shimizu,j-pop
The Stone Roses,alternative rock
WEDNESDAY CAMPANELLA,j-dance
Sheena Ringo,anime
Suchmos,j-dance
Yuzu,anime
Gesu no Kiwami Otome,j-dance
Gipsy Kings,flamenco
Maroon 5,pop
ONE OK ROCK,j-pop
SCHA DARA PARR,j-dance
Shota Shimizu,j-pop
BTS,k-pop
Ketsumeishi,j-pop
Monkey Majik,anime
Andymori,j-dance
HARUHI,
Jamiroquai,acid jazz
Ovall,ambeat
Denki Groove,anime score
DYGL,
SawanoHiroyuki[nZk]:mizuki,
illion,
Lee Ritenour,jazz funk
tofubeats,future funk
Stephen Stills,blues-rock
yahyel,
JAY'ED,japanese r&b
Paul McCartney,album rock
THE RAMPAGE from EXILE TRIBE,j-division
Hiroomi Tosaka,
Shin Rizumu,japanese city pop
Ulfuls,anime
Utada Hikaru,j-pop
UVERworld,anime
Yasutaka Nakata,j-dance
BTS,k-pop
ONE OK ROCK,j-pop
Shota Shimizu,j-pop
Sunny Day Service,j-dance
Utada Hikaru,j-pop
AAA,anime
Shota Shimizu,j-pop
Brian Eno,ambient
Cornelius,j-ambient
Flower,j-idol
SALU,j-rap
Son Little,funk
Green Boys,
PASSEPIED,alt-idol
banvox,denpa-kei
Cashmere Cat,dance pop
Jamiroquai,acid jazz
Ariana Grande,dance pop
DJ Envy,jersey club
Ketsumeishi,j-pop
PKCZ(R),j-rap
Superfly,anime
Green Boys,
ONE OK ROCK,j-pop
Suchmos,j-dance
Bars and Melody,teen pop
Harukatomiyuki,
JJJ,j-rap
Miliyah,j-idol
Okazakitaiiku,
QUEEN BEE,anime rock
Sayuri,anime
Natsuko Nisshoku,
RIRI,j-pop
Arcade Fire,NA
Mrs. GREEN APPLE,anime rock
never young beach,j-dance
ONE OK ROCK,j-pop
Sunny Day Service,j-dance
AAA,anime
SALU,j-rap
Takehara Pistol,
Vickeblanka,anime rock
GENERATIONS from EXILE TRIBE,j-division
Mondo Grosso,j-dance
RIRI,j-pop
Tetsuya Komuro,
Aimer,anime
ONE OK ROCK,j-pop
Bonobo,downtempo
KEN THE 390,j-rap
Taichi Mukai,j-rap
TM NETWORK,NA
Utada Hikaru,j-pop
CHICO CARLITO,j-rap
Chris Hart,anime
Fujifabric,j-dance
Glee Cast,hollywood
Goose house,anime
MGF,j-rap
Miliyah,j-idol
STEADY&CO.,j-rap
Hiroomi Tosaka,
JAY'ED,japanese r&b
Ohashi Trio,j-dance
Utada Hikaru,j-pop
SALU,j-rap
ONE OK ROCK,j-pop
Suchmos,j-dance
The Hotpantz,
Yabai T-Shirts Yasan,idol rock
Asako Toki,j-dance
D.A.N.,j-ambient
Jamiroquai,acid jazz
SPITZ,anime
Utada Hikaru,j-pop
AAA,anime
Creepy Nuts(R-Shitei&DJ Matsunaga),j-rap
DAOKO×岡村靖幸,
RADWIMPS,anime
Suchmos,j-dance
Clean Bandit,dance pop
Dai Hirai,j-pop
Pentatonix,a cappella
Utada Hikaru,j-pop
Donny Hathaway,chicago soul
Masaki Suda,anime rock
Miliyah,j-idol
Che'Nelle,j-pop
Flower,j-idol
MONGOL800,j-pop
Suchmos,j-dance
Via tov,
ent,
Glee Cast,hollywood
Mrs. GREEN APPLE,anime rock
ONE OK ROCK,j-pop
ONE OK ROCK,j-pop
Suchmos,j-dance
AAA,anime
E-girls,j-idol
RADWIMPS,anime
UVERworld,anime
WEDNESDAY CAMPANELLA,j-dance
Shota Shimizu,j-pop
CHANMINA,
Elephant Kashimashi,j-dance
HARUHI,
Little Glee Monster,NA
Motohiro Hata,anime
PKCZ(R),j-rap
RADWIMPS,anime
WONK,japanese city pop
AAA,anime
GENERATIONS from EXILE TRIBE,j-division
Mondo Grosso,j-dance
Noriyuki Makihara,anime
Shota Shimizu,j-pop
Walk Off the Earth,canadian rock
J Soul Brothers III,j-division
ONE OK ROCK,j-pop
Fujifabric,j-dance
Yosui Inoue,anime score
Chara,j-dance
J Soul Brothers III,j-division
Jamiroquai,acid jazz
Mondo Grosso,j-dance
ONE OK ROCK,j-pop
WONK,japanese city pop
SALU,j-rap
Suchmos,j-dance
ACIDMAN,j-indie
Base Ball Bear,anime
Green Boys,
KIRINJI,j-dance
Mizuki Ohira,
ONE OK ROCK,j-pop
RADWIMPS,anime
ReN,
SKY-HI,j-rap
Taichi Mukai,j-rap
80KIDZ,j-dance
Ohashi Trio,j-dance
SALU,j-rap
The Learners,
TWICE,NA
Utada Hikaru,j-pop
WEDNESDAY CAMPANELLA,j-dance
Austin Mahone,dance pop
BTS,k-pop
GENERATIONS from EXILE TRIBE,j-division
GReeeeN,anime
MAN WITH A MISSION,anime
Utada Hikaru,j-pop
Vickeblanka,anime rock
WEDNESDAY CAMPANELLA,j-dance
Your Song Is Good,j-dance
AI,anime
Flower,j-idol
Motohiro Hata,anime
Real Estate,art pop
Daichi Miura,j-pop
Bruno Mars,dance pop
Dai Hirai,j-pop
EMI MARIA,japanese r&b
Justin Bieber,canadian pop
The Chainsmokers,edm
TWICE,NA
Darlene Love,adult standards
EXILE THE SECOND,j-division
Ovall,ambeat
RADWIMPS,anime
WEDNESDAY CAMPANELLA,j-dance
Attractions,
Cornelius,j-ambient
GReeeeN,anime
Little Mix,dance pop
Mike WiLL Made-It,atl hip hop
TWICE,k-pop
Utada Hikaru,j-pop
Akai Ko-en,idol rock
BOOM BOOM SATELLITES,big beat
FEMM,j-dance
ONE OK ROCK,j-pop
Pentatonix,a cappella
Suchmos,j-dance
Yasutaka Nakata,j-dance
KANA-BOON,NA
WEDNESDAY CAMPANELLA,j-dance
[Alexandros],anime
Martin Garrix,big room
Mika Nakashima,anime
Bruno Mars,dance pop
GReeeeN,anime
HONEST BOYZ(R),
Mone Kamishiraishi,
ONE OK ROCK,j-pop
Seiho,
Superfly,anime
Yoko Oginome,enka
negoto,anime
Ohashi Trio,j-dance
ONE OK ROCK,j-pop
ReN,
SHE’S,j-rock
Sheena Ringo,anime
SKY-HI,j-rap
Yuzu,anime
Chris Tyson,
J Soul Brothers III,j-division
w-inds.,japanese r&b
WEDNESDAY CAMPANELLA,j-dance
Happiness,j-idol
POWERS,indie poptimism
POWERS,indie poptimism
Suchmos,j-dance
Wolf Alice,garage rock
AI,anime
Austin Mahone,dance pop
Chara,j-dance
DREAMS COME TRUE,anime
Jamiroquai,acid jazz
Mizuki Ohira,
"She, in the haze",japanese shoegaze
BRADIO,anime
Creep Hyp,j-indie
Dream Ami,j-pop
Glee Cast,hollywood
Jamiroquai,acid jazz
Martin Garrix,big room
ONE OK ROCK,j-pop
SALU,j-rap
Suchmos,j-dance
Travie McCoy,pop rap
Ulfuls,anime
AAA,anime
Bruno Mars,dance pop
Ghost like girlfriend,japanese city pop
Gotch,
KanoeRana,j-division
ONE OK ROCK,j-pop
Quruli,anime
"She, in the haze",japanese shoegaze
Tamio Okuda,j-pop
Vickeblanka,anime rock
yahyel,
Anly,anime
Bruno Mars,NA
Mondo Grosso,NA
Shota Shimizu,NA
Superfly,NA
The Chainsmokers,NA
Beck,NA
Cornelius,NA
Little Glee Monster,NA
May J.,NA
PKCZ(R),NA
Saku,NA
Elephant Kashimashi,j-dance
J Soul Brothers III from EXILE TRIBE,j-division
Jin Akanishi,
Linked Horizon,anime
RED DIAMOND DOGS,
SALU,j-rap
The STROBOSCORP from 映画『君と100回目の恋』,
TOREMONO,
Beck,alternative rock
Chatmonchy,anime
E-girls,j-idol
ONE OK ROCK,j-pop
Sabrina Carpenter,
AmPm,j-dance
miwa,anime
ONE OK ROCK,j-pop
PUNPEE,j-dance
SKY-HI,j-rap
The Chainsmokers,edm
Tomoyo Harada,anime score
UVERworld,anime
UVERworld,anime
Beck,alternative rock
DREAMS COME TRUE,anime
Glee Cast,hollywood
Little Glee Monster,NA
Shota Shimizu,j-pop
THE RAMPAGE from EXILE TRIBE,j-division
tofubeats,future funk
WEDNESDAY CAMPANELLA,j-dance
WONK,japanese city pop
Boku no Lyric no Boyomi,anime rock
CHEMISTRY,j-pop
DADARAY,japanese city pop
DREAMS COME TRUE,anime
EXILE,anime
GENERATIONS from EXILE TRIBE,j-division
Ketsumeishi,j-pop
Marter,
Michael Jackson,pop
Prince,funk
Royal Blood,brighton indie
The fin.,chinese indie
Axwell /\ Ingrosso,big room
bonobos,j-dance
Glim Spanky,j-indie
Phoenix,alternative dance
The Birthday,j-dance
Utada Hikaru,j-pop
BANANALEMON,
MIYAVI,j-metal
The Chainsmokers,edm
The Hotpantz,
The Hotpantz,
The Ronettes,adult standards
BAD HOP,j-rap
JAY'ED,japanese r&b
JAY'ED,japanese r&b
Natsu Summer,
Olde Worlde,j-indie
RADWIMPS,anime
tubakiii,j-rap
WEDNESDAY CAMPANELLA,j-dance
WEDNESDAY CAMPANELLA,j-dance
yahyel,
adieu,
Avicii,big room
Crazy Ken Band,j-dance
Hashimotoeriko Hatanohirofumi,
J Soul Brothers III,j-division
Jamiroquai,acid jazz
Bruno Mars,dance pop
QUEEN BEE,anime rock
RADWIMPS,anime
The Learners,
Utada Hikaru,j-pop
AKB48,anime
DREAMS COME TRUE,anime
GENERATIONS from EXILE TRIBE,j-division
Glim Spanky,j-indie
in FAM step,
Mariah Carey,dance pop
ONE OK ROCK,j-pop
ORANGE RANGE,anime
Glim Spanky,j-indie
Little Glee Monster,NA
Monkey Majik,anime
Motohiro Hata,anime
POLKADOT STINGRAY,anime rock
Seiko Matsuda,j-pop
Takako Matsu,anime
Bruno Mars,dance pop
illion,
miwa,anime
Pitbull,dance pop
sasanomaly,
Yutaka Ozaki,j-pop
Aimer,anime
Boyz II Men,boy band
Noriyuki Makihara,anime
RADWIMPS,anime
Sayuri,anime
THE RAMPAGE from EXILE TRIBE,j-division
BTS,k-pop
Charan-Po-Rantan,
Charisma.com,alt-idol
chay,j-idol
Denpa Girl,j-rap
GENERATIONS from EXILE TRIBE,j-division
GING NANG BOYZ,NA
Glim Spanky,j-indie
Heartbeat,
Jamiroquai,acid jazz
Mrs. GREEN APPLE,anime rock
ONE OK ROCK,j-pop
Sakanaction,j-dance
Sunny Day Service,j-dance
TWICE,k-pop
Victor Willis,
宮城道雄,
amazarashi,NA
E-girls,j-idol
Flower,j-idol
Gesu no Kiwami Otome,j-dance
Indigo la End,j-indie
Ketsumeishi,j-pop
Ohashi Trio,j-dance
The fin.,chinese indie
Tuxedo,future funk
U2,irish rock
Awich,j-rap
FRIENDS,japanese city pop
GENERATIONS from EXILE TRIBE,j-division
Inshow ha,
King Gnu,j-rock
Liam Gallagher,britpop
Official HIGE DANdism,anime rock
Shota Shimizu,j-pop
The fin.,chinese indie
Tomoyo Harada,anime score
Alfred Beach Sandal,j-rap
DREAMS COME TRUE,anime
DYGL,
Glee Cast,hollywood
JUDY AND MARY,anime
Keigo,
MIYAVI,j-metal
Motohiro Hata,anime
PAELLAS,NA
Shin Rizumu,japanese city pop
Suchmos,j-dance
TWICE,k-pop
EXILE ATSUSHI,j-division
Hashimotoeriko Hatanohirofumi,
JUDY AND MARY,anime
Mariah Carey,dance pop
Ms.OOJA,j-pop
One Direction,boy band
Sayuri,anime
Tokyo Karankoron,j-rock
Bakarhythm To,
CHEMISTRY,j-pop
GENERATIONS from EXILE TRIBE,j-division
LULU X,
ReN,
ROTH BART BARON,japanese city pop
Suchmos,j-dance
UQiYO,
banvox,denpa-kei
DADARAY,japanese city pop
DYGL,
José James,belgian modern jazz
Kumi Koda,j-idol
negoto,NA
Gesu no Kiwami Otome,j-dance
KSUKE,
m-flo,j-dance
Utada Hikaru,j-pop
FIVE NEW OLD,japanese city pop
Kumi Koda,j-idol
Kuroneko Chelsea,j-rock
Masaharu Fukuyama,anime
RADWIMPS,anime
Tensai Band,
Tomoyo Harada,anime score
Yuzu,anime
Ásgeir,icelandic indie
Elephant Kashimashi,j-dance
Masaki Suda,anime rock
Take 6,NA
tofubeats,future funk
AAA,anime
aimyon,
Def Tech,j-pop
"Kami-sama, I have noticed",anime rock
Kenji Kubo,
ONE OK ROCK,j-pop
PUNPEE,j-dance
UVERworld,anime
Akai Ko-en,idol rock
Beverly,
Chara,j-dance
Misato Watanabe,j-pop
Natsuko Nisshoku,
Nerd Magnet,
Nissy,j-pop
OKAMOTO'S,j-dance
Shota Shimizu,j-pop
The Birthday,j-dance
X JAPAN,anime
Crystal Kay,anime
Dai Hirai,j-pop
Denki Groove,anime score
Elephant Kashimashi,j-dance
KANA-BOON,NA
Nissy,j-pop
Thundercat,hip hop
Utada Hikaru,j-pop
Beck,alternative rock
flumpool,anime
Glee Cast,hollywood
HY,anime
Junk Fujiyama,
Masayoshi Ohishi,anime rock
MY BABY,dutch indie
Naoto Inti Raymi,j-pop
Owl City,modern rock
Pitbull,dance pop
Reed Deming,teen pop
Sheena Ringo,anime
SPITZ,anime
The Hotpantz,
ASIAN KUNG-FU GENERATION,anime
banvox,denpa-kei
banvox,denpa-kei
BTS,k-pop
Circa Waves,english indie rock
Dai Hirai,j-pop
EXILE THE SECOND,j-division
John Legend,neo soul
Mondo Grosso,j-dance
Utada Hikaru,j-pop
Aimer,anime
Chara,j-dance
Darlene Love,adult standards
domico,j-indie
frederic,j-pop
Hiroya Ozaki,
HY,anime
ONE OK ROCK,j-pop
OYAT,japanese city pop
The ManRay,
Thundercat,hip hop
TLC,NA
tofubeats,future funk
AI,anime
AKLO,j-rap
evening cinema,
HARUHI,
KIRINJI,j-dance
Miyachi,j-rap
Nissy,j-pop
ONE OK ROCK,j-pop
Shin Rizumu,japanese city pop
TWICE,NA
Yo Hitoto,j-pop
BTS,k-pop
Fatboy Slim,big beat
Mariko Takahashi,enka
Shin Rizumu,japanese city pop
Shota Shimizu,j-pop
Sonoko Inoue,anime rock
TWICE,k-pop
TWICE,k-pop
aimyon,
E-girls,j-idol
EMI MARIA,japanese r&b
Hashimotoeriko Hatanohirofumi,
Kazuyoshi Saito,anime
Ketsumeishi,j-pop
NOT WONK,
Rina Sawayama,alternative r&b
RUAN OHYAMA,
The Beatles,british invasion
TWICE,k-pop
Yurufuwa Gang,j-rap
AAA,anime
ayaka,anime
BoA,dance pop
GENERATIONS from EXILE TRIBE,j-division
Ghost like girlfriend,japanese city pop
KOHH,j-rap
LULU X,
ONE OK ROCK,j-pop
amazarashi,NA
Fifth Harmony,dance pop
GReeeeN,anime
Green Boys,
Mary J. Blige,dance pop
RADWIMPS,anime
Rina Katahira,j-division
Thelma Aoyama,j-pop
BLACKPINK,k-pop
BTS,k-pop
HY,anime
Indigo la End,j-indie
J Soul Brothers III,j-division
KID FRESINO,j-rap
Mika Nakashima,anime
MISIA,anime
Motohiro Hata,anime
Rihanna,dance pop
STEADY&CO.,j-rap
The fin.,chinese indie
UVERworld,anime
BAD HOP,j-rap
BLACKPINK,k-pop
Daymé Arocena,cuban alternative
DEAN FUJIOKA,
Isobei Isobe,
JUJU,anime
TAAR,
TWICE,NA
TWICE,NA
AAA,anime
amazarashi,NA
ayaka,anime
Dai Hirai,j-pop
DREAMS COME TRUE,anime
GING NANG BOYZ,j-indie
Hazzie,j-pop
Kenta Kiritani,
Little Glee Monster,
Michael Kaneko,
MUNA,dance pop
sui sui duck,
Taichi Mukai,j-rap
will.i.am,dance pop
AKKOGORILLA,j-rap
Hiroya Ozaki,
HY,anime
HY,anime
Jane's Party,canadian folk
KANA-BOON,NA
Kome Kome Club,j-pop
Mariah Carey,dance pop
Maroon 5,pop
MISIA,anime
MIYAVI,j-metal
Ne-Yo,dance pop
OKAMOTO'S,j-dance
Sukima Switch,anime
VAMPS,j-metal
w-inds.,japanese r&b
Bette Midler,adult standards
BLACKPINK,k-pop
DAOKO,anime
Hikari Mitsushima,
Nogizaka46,anime
The Crystals,adult standards
Thelma Aoyama,j-pop
UQiYO,
Arcade Fire,NA
CHAI,j-dance
Chris Brown,dance pop
Dai Hirai,j-pop
E-girls,j-idol
GENERATIONS from EXILE TRIBE,j-division
GENERATIONS from EXILE TRIBE,j-division
JUJU,anime
RADWIMPS,anime
Shawn Mendes,canadian pop
Shota Shimizu,j-pop
Shota Shimizu,j-pop
Shota Shimizu,j-pop
Sonny Rollins,avant-garde jazz
w-inds.,japanese r&b
ayaka,anime
ayaka,anime
Kumi Koda,j-idol
Marshmello,brostep
Mondo Grosso,j-dance
Pitbull,dance pop
Take 6,NA
Thelma Aoyama,j-pop
Tiësto,big room
Tsuyoshi Nagabuchi,enka
WEDNESDAY CAMPANELLA,j-dance
AI,anime
Aimer,anime
ASIAN KUNG-FU GENERATION,anime
C&K,j-pop
Carly Rae Jepsen,canadian pop
DNCE,dance pop
Goldfrapp,alternative dance
KANA-BOON,NA
Ketsumeishi,j-pop
Lick-G,j-rap
Miliyah,j-idol
Sam Smith,pop
TOKYO HEALTH CLUB,j-rap
AI,anime
Beverly,
Big Boi,atl hip hop
Denki Groove,anime score
Flower,j-idol
GReeeeN,anime
miwa,anime
Nelly Furtado,canadian pop
Rihanna,dance pop
tofubeats,future funk
WALK THE MOON,indie pop
Wanna One,k-pop
Yuzu,anime
Zedd,complextro
AAA,anime
Ai Otsuka,anime
AKKOGORILLA,j-rap
BIGBANG,NA
BTS,k-pop
Clean Bandit,dance pop
EXILE ATSUSHI,j-division
GENERATIONS from EXILE TRIBE,j-division
JY,chinese hip hop
KEMURI,j-poprock
Ketsumeishi,j-pop
Kumi Koda,j-idol
Little Mix,dance pop
RADWIMPS,anime
SALU,j-rap
SawanoHiroyuki[nZk]:Tielle&Gemie,
Seiko Matsuda,NA
SPITZ,anime
Yo Hitoto,j-pop
Aimer,anime
Beck,alternative rock
BIGBANG,NA
Darlene Love,adult standards
Denki Groove,anime score
DJ HASEBE,
DREAMS COME TRUE,anime
Every Little Thing,anime
GReeeeN,anime
Hilcrhyme,j-pop
KANA-BOON,NA
Naoto Inti Raymi,j-pop
RIRI,j-pop
Shintaro Sakamoto,funk
TAAR,
Tomona Yabiku,
Valentine,
WEDNESDAY CAMPANELLA,j-dance
AAA,anime
avengers in sci-fi,j-rock
BIGBANG,NA
chelmico,j-dance
Dai Hirai,j-pop
DOBERMAN INFINITY,j-division
EXILE,anime
FRIENDS,japanese city pop
Linkin Park,alternative metal
Miliyah,j-idol
Naoto Inti Raymi,j-pop
Official HIGE DANdism,anime rock
ORANGE RANGE,anime
Roy Tamaki,j-rap
Shota Shimizu,j-pop
SKY-HI×SALU,
Straightener,j-dance
sudannayuzuyully,j-division
Thundercat,hip hop
Yutaka Ozaki,j-pop
Radistai Dj's,
Burl Ives,adult standards
Lorde,art pop
Sam Smith,pop
Mykola Dmytrovych Leontovych,post-romantic era
G-Eazy,hip hop
Flo Rida,dance pop
Грибы,hard bass
Daya,dance pop
Donny Montell,eurovision
Alexandra Stan,dance pop
Halsey,dance pop
Beatrich,NA
Daya,dance pop
blackbear,pop
IMRI,eurovision
blackbear,pop
Sam Smith,pop
Thomas Gold,big room
Banks,alternative r&b
SZA,hip hop
Fusedmarc,
HAIM,dance pop
Niall Horan,dance pop
Taylor Swift,dance pop
Chance The Rapper,chicago rap
Post Malone,pop
Burl Ives,adult standards
Hovig,eurovision
Vince Guaraldi Trio,adult standards
Whitney Houston,dance pop
James Arthur,dance pop
Judy Garland,adult standards
Lucie Jones,talent show
Radiohead,alternative rock
Carpenters,adult standards
Dean Martin,NA
Halsey,dance pop
50 Cent,east coast hip hop
Bryson Tiller,hip hop
Perry Como,adult standards
alt-J,indie rock
N.E.R.D,hip hop
Nat King Cole,adult standards
Thurl Ravenscroft,christmas
The Platters,adult standards
Frank Sinatra,adult standards
Tony Bennett,adult standards
Nat King Cole,adult standards
Bing Crosby,adult standards
Perry Como,adult standards
Bing Crosby,adult standards
Peggy Lee,adult standards
Bing Crosby,adult standards
Lana Del Rey,pop
Bing Crosby,adult standards
Rihanna,dance pop
Antis,lithumania
Demi Lovato,dance pop
Bing Crosby,adult standards
Andy Williams,NA
Bing Crosby,NA
Gene Autry,NA
George Ezra,NA
Carpenters,NA
Dean Martin,NA
Lou Monte,NA
Kay Starr,NA
Bing Crosby,NA
Bing Crosby,NA
Elvis Presley,NA
The Beach Boys,adult standards
Nat King Cole,adult standards
Bing Crosby,adult standards
John Denver,adult standards
DMX,east coast hip hop
Prāta Vētra,latvian pop
The Ludvig,
OLAS,latvian hip hop
Lexz Pryde,
Lexz Pryde,
Triana Park,eurovision
Raxtu Raxti,latvian folk
Genodaboss,
Instrumenti,latvian indie
Raxtu Raxti,latvian folk
Raxtu Raxti,latvian folk
Raxtu Raxti,latvian folk
WASER,
Jvnior,
Genodaboss,
G.a.R.,
Raxtu Raxti,latvian folk
Raxtu Raxti,latvian folk
Kyle Edwards,jersey club
Ansis,latvian hip hop
Raxtu Raxti,latvian folk
Ansis,latvian hip hop
Dons,latvian pop
Santa Danelevica,
Tinny Mafia,
Alexander Lewis,bass trap
DJ Fenix,dubsteppe
Dons,latvian pop
My Radiant You,
Adam Davenport,
Kyle Edwards,jersey club
Prāta Vētra,latvian pop
Ansis,latvian hip hop
Brainstorm,latvian indie
Dons,latvian pop
Raxtu Raxti,latvian folk
Apollo LTD,indie rockism
Carnival Youth,indie surf
Jason Henshaw,
OLAS,latvian hip hop
Ansis,latvian hip hop
Элджей,kazakh pop
Jake McVey,
Raxtu Raxti,latvian folk
Dilini,
Raxtu Raxti,latvian folk
Ansis,latvian hip hop
Ansis,latvian hip hop
Ruwanga,
SAINTS,
Carnival Youth,indie surf
Prāta Vētra,latvian pop
Sean Michael,
The Engagement,
Danny Blue and the Old Socks,belgian indie
Raxtu Raxti,latvian folk
Элджей,kazakh pop
Singapūras Satīns,latvian hip hop
Bermudu Divstūris,latvian pop
OLAS,latvian hip hop
Prāta Vētra,latvian pop
Carnival Youth,indie surf
Instrumenti,latvian indie
T-Fest,russian hip hop
Jumis,latvian folk
OLAS,latvian hip hop
Red Hot Chili Peppers,alternative rock
Ansis,latvian hip hop
Raxtu Raxti,latvian folk
Singapūras Satīns,latvian hip hop
Ansis,latvian hip hop
Carnival Youth,indie surf
Carnival Youth,indie surf
Instrumenti,latvian indie
Red Hot Chili Peppers,alternative rock
Carnival Youth,indie surf
Carnival Youth,indie surf
New Wavy,latvian hip hop
Instrumenti,latvian indie
Red Hot Chili Peppers,alternative rock
Ziemassvētku zvaigžņu koris,
Mesa,latvian hip hop
Bet Bet,latvian pop
Raimonds Pauls,latvian pop
Zigfrīds Muktupāvels,latvian pop
Raimonds Pauls,latvian pop
Carlos Rivera,latin
Luis Ángel Gómez Jaramillo,latin viral pop
Cartel De Santa,latin hip hop
Ariel Camacho y Los Plebes Del Rancho,banda
Luis Miguel,bolero
Pepe Aguilar,grupera
Luis Miguel,bolero
Luis Miguel,bolero
Alejandro Fernandez,grupera
Mario Bautista,latin
Los Plebes del Rancho de Ariel Camacho,banda
Alejandro Fernandez,grupera
Marco Antonio Solís,grupera
Luis Miguel,bolero
Angelica Vale,
León Larregui,latin alternative
Alfredo Olivas,banda
Luis Miguel,bolero
Emmanuel,latin
Alejandro Fernandez,grupera
Julión Álvarez y su Norteño Banda,norteno
Vicente Fernández,grupera
La Adictiva Banda San José de Mesillas,banda
Ulices Chaidez Y Sus Plebes,regional mexican
Luis Miguel,bolero
Luis Miguel,bolero
Pink Floyd,album rock
León Larregui,latin alternative
Gerardo Ortiz,banda
Vicente Fernández,grupera
Alta Consigna,regional mexican
Valentín Elizalde,banda
Banda Los Recoditos,banda
Luis Ángel Gómez Jaramillo,latin viral pop
Karol Sevilla,latin viral pop
Gael Garcia Bernal,
Juan Gabriel,latin
Calibre 50,banda
Intocable,banda
Gerardo Ortiz,banda
MC Davo,latin viral pop
Julión Álvarez y su Norteño Banda,norteno
Crecer German,regional mexican
Gerardo Ortiz,banda
La Arrolladora Banda El Limón De Rene Camacho,banda
Luis Miguel,bolero
Joan Sebastian,banda
Gael Garcia Bernal,
Luis Miguel,bolero
Natalia Lafourcade,latin alternative
Karol Sevilla,latin viral pop
Matisse,latin arena pop
Los Plebes del Rancho de Ariel Camacho,banda
Selena,latin
Julión Álvarez y su Norteño Banda,norteno
Julión Álvarez y su Norteño Banda,norteno
Julión Álvarez y su Norteño Banda,norteno
Enrique Iglesias,dance pop
Juan Gabriel,latin
Bronco,banda
Luis Ángel Gómez Jaramillo,latin viral pop
Carlos Rivera,latin
Alfredo Olivas,banda
Alta Consigna,regional mexican
Banda Tierra Sagrada,banda
Zoé,latin alternative
Alfredo Olivas,banda
Banda Sinaloense MS de Sergio Lizárraga,banda
Matisse,latin arena pop
Rocío Dúrcal,bolero
Cristian Castro,latin
Pepe Aguilar,grupera
Alejandro Fernandez,grupera
Julión Álvarez y su Norteño Banda,norteno
Marco Antonio Solís,grupera
Ariel Camacho y Los Plebes Del Rancho,banda
El Chapo De Sinaloa,banda
Joan Sebastian,banda
The Cure,alternative rock
Luis Miguel,bolero
Selena,latin
Vicente Fernández,grupera
Marco Antonio Solís,grupera
Pedro Fernández,banda
Gerardo Ortiz,banda
Juan Gabriel,latin
Mariachi Vargas De Tecalitlan,bolero
Natalia Lafourcade,latin alternative
Timbiriche,grupera
Bunbury,latin alternative
Ha*Ash,latin
La Arrolladora Banda El Limón De Rene Camacho,banda
Bronco,banda
Juan Gabriel,latin
Cartel De Santa,latin hip hop
CD9,NA
Luis Miguel,bolero
La Arrolladora Banda El Limón De Rene Camacho,banda
Joan Sebastian,banda
Zoé,latin alternative
Café Tacvba,latin
Mariachi Vargas De Tecalitlan,bolero
Cartel De Santa,latin hip hop
Luis Miguel,bolero
Vicente Fernández,grupera
Pink Floyd,album rock
Cartel De Santa,latin hip hop
El Komander,banda
Caloncho,guadalajara indie
Denise De Kalafe,
Emmanuel,latin
Ha*Ash,latin
Los Plebes del Rancho de Ariel Camacho,banda
Banda Sinaloense MS de Sergio Lizárraga,banda
Enjambre,latin alternative
Zoé,latin alternative
Gloria Trevi & Alejandra Guzmán,latin
José Alfredo Jimenez,bolero
Yeah Yeah Yeahs,alternative dance
José Alfredo Jimenez,bolero
Caloncho,guadalajara indie
Kabah,dance pop
Cartel De Santa,latin hip hop
Luis Miguel,bolero
Caloncho,guadalajara indie
Los Angeles Azules,grupera
Juan Gabriel,latin
Logic,conscious hip hop
Luis Miguel,bolero
Pedro Fernández,banda
Luis Miguel,bolero
Juan Gabriel,latin
La Quinta Estacion,latin
Café Tacvba,latin
Miguel,dance pop
Panteon Rococo,latin alternative
Vicente Fernández,grupera
Banda El Recodo,banda
Cardenales De Nuevo León,banda
Los Angeles Azules,grupera
Los Plebes del Rancho de Ariel Camacho,banda
Emmanuel,latin
